long_history	dense	6603 1051 22523 555 1450 11 902 574 264 1633 6435 1920 13 578 28229 315 279 18991 3577 574 264 3682 13353 1486 304 279 3925 315 279 18991
long_history	fifo_w16	6603 1051 1193 2561 311 279 7080 349 13 4800 11 814 527 2561 311 5127 13 4516 11 5127 649 1373 323 3350 13 1628 11 5127 649 1373
long_history	random_w16	279 9041 315 6677 574 7347 311 279 6603 323 279 31839 13 578 18991 315 6603 574 264 11646 1920 323 1193 264 2478 1274 1436 10150 433 13
long_history	sigdist_w16	279 18991 3577 574 279 1925 60021 315 279 87764 315 6603 323 279 9041 315 6677 13 1115 574 279 1925 60021 315 279 1925 60021 315 279 1925
long_history	fifo_w32	6603 1051 5439 555 1450 323 1051 1633 11646 13 2100 11 279 9041 315 6677 574 1633 6435 13 2030 11 449 279 18991 3577 11 6603 6244 1790
long_history	random_w32	6603 1051 22523 555 1450 11 902 574 264 6435 323 11646 1920 13 1115 19297 1903 433 3284 369 810 1274 311 617 2680 311 6677 323 2038 13
long_history	sigdist_w32	279 9041 315 6677 574 7347 311 279 66477 323 31839 889 1047 2680 311 6603 323 79688 13 578 28229 315 279 18991 3577 304 279 220 868 339
long_summary	dense	279 5054 56399 13 578 13041 21080 574 264 13057 323 6485 8396 11 323 279 13041 21080 574 264 6485 8396 11 323 279 13041 21080 574 264 6485
long_summary	fifo_w16	279 30215 315 279 7811 7992 17323 304 220 14487 9827 13 8909 355 11 279 13041 29094 315 279 44201 5111 11 574 7577 304 279 8209 11 323
long_summary	random_w16	279 7100 11501 430 279 32447 17011 13 578 7100 11501 574 279 1925 2944 369 279 88867 315 279 13041 21080 13 578 21080 574 2288 2466 323 2288
long_summary	sigdist_w16	279 1558 88771 555 279 6063 292 39503 11 8104 279 7811 7992 17323 11 889 77561 22463 304 220 14487 11 323 279 7811 7992 17323 11 889 77561
long_summary	fifo_w32	279 5054 56399 13 578 13041 21080 574 264 3544 323 6485 8396 449 264 3544 1396 315 2204 6989 323 264 6485 1887 315 7016 323 14640 13 578
long_summary	random_w32	279 5054 56399 13 578 13041 21080 574 264 6485 8396 449 264 3544 7187 11 323 264 58983 3109 13 578 21080 574 18255 1139 41021 11 1855 449
long_summary	sigdist_w32	279 5054 56399 11 902 6197 311 279 1023 1403 1023 9547 13 11699 56399 11 902 304 2543 11 304 279 1023 1403 9547 11 902 304 2543 11
nar_storm	dense	279 1193 3177 3782 505 279 29447 4776 52305 13 578 10160 1268 839 323 279 12690 272 1127 291 11 323 279 11422 95579 279 15485 13 1102 574 264 4832 6376 369 264 22169 3446 13 578 10160 323 11422 1903 279 16975 4832 369 264 22169 3446 13 578 10160 323 11422 1903 279 16975 4832 369
nar_storm	fifo_w16	279 1193 3177 3782 505 279 3321 13 358 574 11961 304 856 10716 11 449 856 1203 311 279 7147 11 323 856 7693 10269 389 279 6558 13 358 574 11509 389 856 9165 418 7217 323 856 6206 1051 389 856 11314 13 358 574 3411 1523 520 279 5015 323 358 574 7422 922 1148 358
nar_storm	random_w16	279 1193 3177 3782 505 279 3321 13 578 3130 574 2678 323 54916 291 449 6603 323 16064 38067 17277 13 578 3805 574 12314 449 279 22843 315 2362 6603 323 16174 13 578 3130 574 5213 398 13318 555 264 3254 38899 430 29447 12616 304 279 10160 13 1102 574 264 9439 12688 3814 11 323
