math_div	dense	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 17239 220 717 1980 37942 512 8929 18255 555 220 717 17239 220 717
math_div	oracle_50pct	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 636 18255 555 220 717 6273 220 717 1980 37942 512 1271 11886 420 3575 11 584 1205
math_div	oracle_25pct	220 717 198 220 8929 18255 555 220 717 17239 220 717 198 8929 18255 555 220 717 17239 220 717 198 8929 18255 555 220 717 17239 220 717
math_div	oracle_10pct	220 717 382 7184 11 1095 596 3351 389 311 279 1828 3575 382 32298 220 20 25 362 1841 35292 520 264 6926 4732 315 220 1399 8931 824
math_div	random_50pct	220 717 220 717 220 717 220 717 220 717 220 717 220 717 220 717 220 717 220 717 220 220 717 220 717 220 717 220 717 220
math_div	random_25pct	19 259 3185 311 220 3691 435 220 1202 282 220 2331 274 1202 1608 2689 13 32557 291 20158 13 220 662 11 307 354 13 13 58 220
math_add	dense	220 777 13 3082 477 3641 5380 16533 25 3082 13 220 717 5636 220 22 17239 220 777 13 3082 477 3641 13 22559 25 3082 13 220 717
math_add	oracle_50pct	220 777 13 1115 374 264 4382 35884 5784 11 719 433 596 264 2294 3187 315 1268 264 4382 22702 649 387 1511 311 11886 264 3575 13 1102
math_add	oracle_25pct	1148 1396 5380 16533 25 220 777 198 827 220 777 271 14924 25 3639 374 279 1121 315 279 2768 22702 25 220 717 5636 220 22 17239 1148
math_add	oracle_10pct	1148 1396 5380 16533 25 220 777 198 827 220 777 271 14924 25 3639 374 279 1121 315 279 2768 22702 25 220 20 5636 220 18 3115 220
math_add	random_50pct	220 22 198 827 54128 198 86728 11 279 828 11 279 828 11 279 828 11 279 828 11 279 828 11 279 828 11 279 828 11 279
math_add	random_25pct	374 818 304 704 315 311 480 16 29 29 269 29 27 220 29 29 12 13 275 463 38774 596 366 29 1764 27 29 482 13 2684
factual_capital	dense	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	oracle_50pct	720 16533 25 12366 13 220 12366 374 279 6864 315 9822 13 220 12366 374 279 7928 3363 304 4606 323 374 3967 369 1202 13970 61024 323 13042
factual_capital	oracle_25pct	720 16533 25 12366 13 220 12366 374 279 6864 315 9822 13 220 12366 374 279 7928 3363 304 9822 13 220 12366 374 279 6864 315 9822 13
factual_capital	oracle_10pct	720 198 32 13 12366 198 33 13 7295 198 34 13 22463 198 35 13 20437 271 37942 512 791 4495 4320 374 362 13 12366 374 279 6864
factual_capital	random_50pct	9822 11 9822 11 9822 11 9822 11 9822 11 9822 11 9822 11 9822 11 9822 11 9822 11 9822 11 9822 11 9822 11 9822 11 9822 11
factual_capital	random_25pct	389 279 279 389 279 315 279 682 89 612 279 279 430 387 387 311 279 832 323 279 832 612 469 5 1820 86 86 89 339 89
code_loop	dense	1194 1998 340 14196 19884 2028 2082 690 1194 279 5219 505 220 15 311 220 24 11 832 824 1584 382 74694 12958 198 2000 602 304 2134 7 605 1680 1194 1998 340 14196 19884 2028 2082 690 1194 279 5219 505 220 15 311 220 24 11 832 824 1584 382 74694 12958 198 2000 602 304
code_loop	oracle_50pct	1194 1998 340 14196 19884 14711 72387 512 12 578 1595 9866 7 605 47286 734 27983 264 8668 315 5219 505 220 15 311 220 24 627 12 578 1595 2000 63 6471 5480 988 927 1855 1396 304 420 8668 627 12 1595 72 63 374 279 1963 315 279 1510 1396 304 279 8668 627 12 1595
code_loop	oracle_25pct	1194 1998 340 14196 19884 644 420 2082 11 584 617 264 369 6471 430 5480 988 927 279 2134 315 5219 505 220 15 311 220 24 13 578 1595 9866 7 605 47286 27983 264 8668 315 5219 505 220 15 311 220 24 13 578 1595 2000 63 16570 374 1511 311 30729 927 279 8668 13
code_loop	oracle_10pct	1194 1998 340 933 14196 19884 14711 72387 512 16 13 3146 11772 287 279 1595 9866 63 734 96618 578 1595 9866 63 734 374 1511 311 7068 264 8668 315 5219 13 1102 649 387 1511 311 1893 264 2134 315 5219 505 220 15 311 220 24 627 17 13 3146 63 9866 7 605 33395 25
code_loop	random_50pct	220 605 11 220 605 11 220 220 605 11 220 605 11 220 605 11 220 605 11 220 605 11 220 605 11 220 605 11 220 605 11 220 605 11 220 605 11 220 605 11 220 605 11 220 605 11 220 11 220 605 11 220 605 11 220 605 11 220 605 11
code_loop	random_25pct	220 16 330 220 220 198 220 220 374 279 311 279 220 389 323 323 1120 11 279 220 16 315 11 220 16 220 220 220 220 220 16 220 17 220 23 220 220 220 220 220 220 220 220 220 17 220 17 220 220 220 18 220 20 220 20 220 220 220 220 220
edge_single	dense	11 358 1097 264 502 1217 1618 323 358 1097 4560 311 3619 279 7434 315 279 2204 4595 315 23719 13 358 617 1373 430 1070 527 2380 4595 315 23719 11 719 358 1097 539 2771 902 832 374 4495 13 16910 499 4587 1520 757 3619 279 2380 4595 315 23719 323 902 832 374 4495 30
edge_single	oracle_50pct	11 358 1097 264 5575 315 6500 8198 323 358 1097 5131 3318 389 264 2447 430 18065 279 1005 315 264 4729 13 578 4729 374 264 27436 4729 13 358 617 264 2007 449 279 2768 8310 25 887 11 836 11 4325 11 2686 11 4641 11 2613 11 323 3224 13 358 1390 311 1893 264
edge_single	oracle_25pct	11 358 1097 264 502 1217 1618 323 358 1097 4560 311 3619 279 7434 315 330 67 940 1 304 279 2317 315 279 11914 330 791 19091 315 279 11914 374 430 433 374 264 11914 449 1403 50198 1210 358 1097 22568 13 40 1097 539 2771 422 279 11914 374 4495 477 539 13 3053 499
