math_div	dense	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717
math_div	oracle_k2	220 508 13 220 717 220 508 220 717 220 717 220 717 220 717 220
math_div	oracle_k3	1148 5380 16533 25 220 868 13 8765 18 320 269 220 868 220 16 14
math_div	random_k2	220 8929 220 717 198 578 220 717 17239 220 8929 17239 220 8929 220 8929
math_div	random_k3	220 717 198 220 220 8929 18255 555 220 717 17239 220 717 198 220 220
factual_capital	dense	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916
factual_capital	oracle_k2	22559 25 578 6864 315 9822 374 12366 13 1102 374 279 1455 35459 3363 304
factual_capital	oracle_k3	22559 25 578 6864 315 9822 374 12366 13 12366 374 279 7928 3363 304 279
factual_capital	random_k2	3639 374 279 6864 315 9822 30 3639 374 279 6864 315 9822 30 374 279
factual_capital	random_k3	720 12 578 6864 315 9822 374 12366 627 1084 334 37942 25 1035 16 13
code_loop	dense	1194 1998 340 14196 19884 2028 2082 690 1194 279 5219 505 220 15 311 220 24 11 832 824 1584 382 74694 12958 198 2000 602 304 2134 7
code_loop	oracle_k2	220 15 13 20 198 2000 369 304 1162 315 220 605 25 220 15 13 20 220 15 13 20 198 2000 602 304 220 15 220 15 220
code_loop	oracle_k3	220 674 22070 1555 279 220 605 5219 198 220 605 2000 503 304 2134 7 605 1680 220 674 22070 1555 279 220 605 5219 220 220 605 3115
code_loop	random_k2	220 16 7 220 605 11 220 16 11 220 605 11 220 16 11 220 16 11 220 605 11 220 16 11 220 605 11 220 16 11
code_loop	random_k3	220 674 220 605 369 602 304 2134 7 605 8 369 602 304 2134 7 605 1680 674 220 605 369 602 304 2134 7 20 1680 220 20
edge_single	dense	11 358 1097 264 502 1217 1618 323 358 1097 4560 311 3619 279 7434 315 279 2204 4595 315 23719 13 358 617 1373 430 1070 527 2380 4595
edge_single	oracle_k2	11 856 3995 4333 0 358 2846 16089 499 2351 8173 304 279 8712 315 38696 13 358 2846 1618 311 3371 499 922 279 12939 315 279 4007 315
edge_single	oracle_k3	11 358 2846 264 2697 22568 922 2555 13 358 1205 701 1520 13 358 617 264 3488 922 264 3230 8712 13 358 1390 311 1440 422 1070 374
edge_single	random_k2	11 358 2846 264 2766 315 264 502 1217 11 358 2846 264 2766 315 264 502 1217 11 358 2846 264 502 1217 11 358 2846 264 2766 315
edge_single	random_k3	11 358 2846 264 220 717 4771 6418 3828 11 323 358 2846 4477 420 311 499 11 1606 358 1440 430 499 2351 264 2763 9191 1109 757 13
