factual_capital	posracle	128	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	posracle	64	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	posracle	32	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 10057 30 22559 25 20437
factual_capital	posracle	16	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 14924 25 3639 374 279 6864 315 279 3723 4273
factual_capital	posracle	8	30	720 16533 25 12366 13 220 12366 374 279 6864 315 9822 13 220 12366 374 264 3363 304 9822 430 374 3967 369 1202 13444 11 7829 11 323
factual_capital	posracle	4	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 14924 25 3639 374 279 7928 3363 304 279 3723
factual_hamlet	posracle	128	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 304 54035 8350
factual_hamlet	posracle	64	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 304 54035 8350
factual_hamlet	posracle	32	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 323 8636 389
factual_hamlet	posracle	16	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 323 8636 389
factual_hamlet	posracle	8	30	720 16533 25 12656 42482 13 4815 17 13 3639 374 279 836 315 279 3229 315 279 11775 330 791 8681 480 36614 44969 22559 25 435 13 10016
factual_hamlet	posracle	4	30	720 16533 25 12656 42482 13 4815 17 13 720 15546 374 279 3229 315 279 11775 330 1271 27933 264 14905 287 23414 44969 720 16533 25 33107 12336
factual_columbus	posracle	128	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 836 315 279
factual_columbus	posracle	64	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 836 315 279
factual_columbus	posracle	32	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 836 315 279
factual_columbus	posracle	16	30	720 16533 25 220 10161 17 13 6075 25 32917 11721 304 279 52248 304 220 10161 17 13 6075 25 220 10161 17 13 6075 25 32917 11721 304
factual_columbus	posracle	8	30	720 16533 25 220 10161 17 13 6075 25 32917 11721 304 279 52248 304 220 10161 17 13 6075 25 220 10161 17 13 6075 25 32917 11721 304
factual_columbus	posracle	4	30	720 16533 25 220 10161 17 13 6075 25 32917 11721 304 279 52248 304 220 10161 17 13 6075 25 220 10161 17 13 6075 25 220 10161 17
def_photosynth	posracle	128	30	279 1920 555 902 11012 5625 3177 4907 1139 11742 4907 13 1115 1920 374 7718 369 279 20237 315 11012 323 1101 369 279 20237 315 10099 430 6904
def_photosynth	posracle	64	30	279 1920 555 902 11012 5625 3177 4907 1139 11742 4907 13 1115 1920 374 7718 369 279 20237 315 11012 323 1101 369 279 20237 315 10099 430 6904
def_photosynth	posracle	32	30	279 1920 555 902 11012 5625 3177 4907 1139 11742 4907 13 1115 1920 374 7718 369 279 20237 315 11012 323 1101 369 279 20237 315 10099 430 6904
def_photosynth	posracle	16	30	279 1920 555 902 11012 5625 3177 4907 1139 11742 4907 13 1115 1920 374 7718 369 279 20237 315 11012 323 1101 369 279 20237 315 1023 5496 44304
def_photosynth	posracle	8	30	279 1920 555 902 11012 5625 3177 4907 1139 11742 4907 13 1115 1920 374 7718 369 279 20237 315 11012 323 1101 369 279 20237 315 1023 5496 44304
def_photosynth	posracle	4	30	279 1920 555 902 11012 5625 3177 4907 1139 11742 4907 13 1115 1920 374 7718 369 279 20237 315 11012 323 1101 369 279 20237 315 10099 430 6904
def_gravity	posracle	128	30	34145 6302 7119 1855 1023 13 578 5457 315 24128 374 55272 311 279 3148 315 279 6302 323 65683 989 55272 311 279 6138 1990 279 6302 13 578
def_gravity	posracle	64	30	34145 6302 7119 1855 1023 13 578 5457 315 24128 374 55272 311 279 3148 315 279 6302 323 65683 989 55272 311 279 6138 1990 279 6302 13 578
def_gravity	posracle	32	30	34145 6302 7119 1855 1023 13 578 5457 315 24128 374 55272 311 279 3148 315 279 6302 323 65683 989 55272 311 279 6138 1990 279 6302 13 578
