math_div	dense	128	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 17239 220 717 1980 37942 512 8929 18255 555 220 717 17239 220 717
math_div	random	128	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 17239 220 717 1980 37942 512 8929 18255 555 220 717 17239 220 717
math_div	random	64	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 17239 220 717 1980 37942 512 8929 18255 555 220 717 17239 220 717
math_div	random	32	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 17239 220 717 1980 37942 512 8929 18255 555 220 717 17239 220 717
math_div	random	16	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 636 18255 555 220 717 1980 37942 512 8929 18255 555 220 717 374 6273 311 220 717
math_div	random	8	220 717 198 2 8929 18255 555 220 717 17239 220 8929 18255 555 220 717 17239 220 717 198 7 717 3115 220 717 3115 220 8929 17239 220
math_div	random	4	220 717 13 3011 596 279 4320 311 279 3575 220 16 13 4452 11 279 4320 220 17 11 220 16 11 220 16 11 220 717 11 220
math_div	routed	128	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 17239 220 717 1980 37942 512 8929 18255 555 220 717 17239 220 717
math_div	routed	64	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 17239 220 717 1980 37942 512 8929 18255 555 220 717 17239 220 717
math_div	routed	32	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 17239 220 717 1980 37942 512 8929 18255 555 220 717 17239 220 717
math_div	routed	16	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 17239 220 717 1980 16533 25 220 8929 18255 555 220 717 17239 220
math_div	routed	8	220 717 198 633 14924 25 3639 374 279 19463 315 264 27716 4183 1396 505 220 16 311 220 1041 1694 264 5361 315 220 717 1980 37942 512
math_div	routed	4	220 717 198 633 14924 25 3639 374 279 1121 315 220 8929 18255 555 220 717 1980 37942 512 1271 1505 279 1121 315 220 8929 18255 555 220
math_div	oracle	128	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 17239 220 717 1980 37942 512 8929 18255 555 220 717 17239 220 717
math_div	oracle	64	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 17239 220 717 1980 37942 512 8929 18255 555 220 717 17239 220 717
math_div	oracle	32	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 17239 220 717 1980 37942 512 8929 18255 555 220 717 17239 220 717
math_div	oracle	16	220 717 198 633 14924 25 2650 1690 3115 1587 220 8929 18255 555 220 717 6273 220 717 1980 37942 512 8929 18255 555 220 717 17239 220 717
math_div	oracle	8	220 717 198 7 8929 611 220 717 8 284 220 717 198 8929 18255 555 220 717 17239 220 717 198 8929 18255 555 220 717 17239 220 717
math_div	oracle	4	220 717 198 220 8929 18255 555 220 717 17239 220 717 198 8929 18255 555 220 717 17239 220 717 17239 220 8929 18255 555 220 717 17239 220
factual_capital	dense	128	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	random	128	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	random	64	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	random	32	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	random	16	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 14 32409 14 6864 8838 10826 98231 8838 51478 685 271 220 16 13
factual_capital	random	8	720 16533 25 12366 13 220 12366 374 279 6864 315 9822 13 60704 374 279 6864 315 279 7928 3363 304 279 6864 315 279 6864 315 279 3224
factual_capital	random	4	578 4320 374 279 6864 315 279 4320 374 279 4320 374 279 6864 315 279 4320 311 279 374 6327 315 279 374 279 4320 374 279 4320 311
factual_capital	routed	128	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
