factual_capital	dense	128	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	random	128	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	random	64	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	random	32	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	random	16	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 14 32409 14 6864 8838 10826 98231 8838 51478 685 271 220 16 13
factual_capital	random	8	30	720 16533 25 12366 13 220 12366 374 279 6864 315 9822 13 60704 374 279 6864 315 279 7928 3363 304 279 6864 315 279 6864 315 279 3224
factual_capital	random	4	30	578 4320 374 279 6864 315 279 4320 374 279 4320 374 279 6864 315 279 4320 311 279 374 6327 315 279 374 279 4320 374 279 4320 311
factual_capital	routed	128	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	routed	64	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	routed	32	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 10057 30 22559 25 20437
factual_capital	routed	16	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 13 220 8922 25 3788 1129 2185 960 1018 1036 3074
factual_capital	routed	8	30	720 16533 25 12366 13 12366 374 279 6864 315 9822 13 1102 374 264 3363 3967 369 1202 13970 61024 11 13042 26431 11 323 439 279 4851 315
factual_capital	routed	4	30	720 16533 25 12366 13 220 12366 374 279 6864 315 9822 13 1102 374 1101 3967 439 279 4409 315 8828 11 279 4409 315 10919 11 323 279
factual_capital	oracle	128	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	oracle	64	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	oracle	32	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	oracle	16	30	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 14 32409 81970 685 271 567 7927 3465 25 9842 459 3187 315 1268
factual_capital	oracle	8	30	720 16533 25 12366 13 220 12366 374 279 6864 315 9822 13 220 12366 374 279 6864 315 9822 13 220 12366 374 279 6864 315 279 6864 315
factual_capital	oracle	4	30	720 16533 25 12366 13 12366 374 279 6864 315 279 3224 315 279 6864 315 279 220 20 13 22559 374 279 220 18 13 578 4320 374 279
factual_hamlet	dense	128	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 304 54035 8350
factual_hamlet	random	128	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 304 54035 8350
factual_hamlet	random	64	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 304 54035 8350
factual_hamlet	random	32	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 304 54035 8350
factual_hamlet	random	16	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 323 374 1888 3967 369 813 4375 578 1183 3359 13 1283 374
factual_hamlet	random	8	30	720 16533 25 12656 42482 13 1283 574 459 6498 99468 323 264 4562 315 279 9777 1169 596 7126 13 1283 374 279 6342 315 279 4113 1514 13
factual_hamlet	random	4	30	10699 574 264 1633 11495 1514 5439 555 264 1514 264 1732 889 6267 264 1514 11 264 3446 264 1514 264 1514 264 1514 264 1514 264 1514 264
factual_hamlet	routed	128	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 304 54035 8350
factual_hamlet	routed	64	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 304 54035 8350
factual_hamlet	routed	32	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 304 54035 8350
factual_hamlet	routed	16	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 304 220 10132 19 304 54035 8350 5352 263 6830 59270 11
factual_hamlet	routed	8	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 304 220 10132 19 304 54035 8350 5352 263 6830 59270 11
factual_hamlet	routed	4	30	720 12 12656 42482 374 279 3229 315 9777 1169 627 17 13 3639 374 279 6376 315 9777 1169 5380 12 578 6376 315 9777 1169 374 35440 11
factual_hamlet	oracle	128	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 304 54035 8350
factual_hamlet	oracle	64	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 304 54035 8350
factual_hamlet	oracle	32	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 389 5936 220 1419 11 220 10132 19 11 304 54035 8350
factual_hamlet	oracle	16	30	720 16533 25 12656 42482 6267 9777 1169 13 1283 574 459 6498 99468 323 40360 11 9405 304 220 10132 19 323 8636 304 220 10718 21 13 1283
factual_hamlet	oracle	8	30	720 16533 25 12656 42482 13 4815 14924 25 3639 374 279 1925 7057 315 9777 1169 30 22559 25 81649 13 14924 25 3639 374 279 1925 7057 315
factual_hamlet	oracle	4	30	720 32 25 12656 42482 198 15546 6267 7553 64 198 32 13 42482 323 279 1005 315 279 1176 220 18 13 220 323 220 18 13 578 1514
factual_columbus	dense	128	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 836 315 279
factual_columbus	random	128	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 836 315 279
factual_columbus	random	64	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 836 315 279
factual_columbus	random	32	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 7928 18435 389
factual_columbus	random	16	30	720 16533 25 220 10161 17 13 220 6075 25 220 10161 17 13 220 10161 17 13 220 10161 17 13 220 10161 17 13 220 17 13 220
factual_columbus	random	8	30	3639 574 279 1176 7665 3224 311 279 52248 30 3639 574 279 1176 311 279 1060 430 568 574 279 1176 7665 311 279 52248 13 1115 374 279
factual_columbus	random	4	30	578 52248 304 279 220 3965 15 82 13 2028 374 264 220 3965 15 13 220 16 264 220 16 220 3965 271 791 1060 304 220 17 13
factual_columbus	routed	128	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 836 315 279
factual_columbus	routed	64	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 836 315 279
factual_columbus	routed	32	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 836 315 279
factual_columbus	routed	16	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 11841 304 1057 13238 1887 30 22559 25 50789 271 14924 25 3639 374
factual_columbus	routed	8	30	720 16533 25 220 10161 17 13 720 14924 25 3639 574 279 836 315 279 8448 32917 76844 389 813 1176 45640 311 279 52248 30 22559 25 16376
factual_columbus	routed	4	30	720 256 482 32917 11721 304 279 52248 304 220 10161 17 382 14924 25 2650 1690 3115 706 32917 11721 304 279 52248 5380 256 482 32917 11721 304
factual_columbus	oracle	128	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 836 315 279
factual_columbus	oracle	64	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 836 315 279
factual_columbus	oracle	32	30	720 16533 25 220 10161 17 271 14924 25 3639 374 279 836 315 279 7928 32843 30 22559 25 13936 271 14924 25 3639 374 279 836 315 279
factual_columbus	oracle	16	30	720 16533 25 220 10161 17 13 6075 25 32917 11721 304 279 52248 304 220 10161 17 13 6075 25 220 10161 17 13 6075 25 220 10161 17
factual_columbus	oracle	8	30	720 16533 25 220 10161 17 13 6075 25 220 10161 17 13 6075 25 220 10161 17 13 6075 25 220 10161 17 13 6075 25 220 10161 17
factual_columbus	oracle	4	30	720 358 1097 358 4495 304 279 52248 374 279 4495 279 52248 11 358 1097 358 4495 279 3723 4273 11 323 1148 374 279 52248 13 358 574
